station_id,complex_id,gtfs_stop_id,division,line,station_name,borough_name,daytime_routes,structure,north_direction_label,south_direction_label,station_lat,station_lon
205,205,H07,IND,Rockaway,Beach 60 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.592374,-73.788522
206,206,H08,IND,Rockaway,Beach 44 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.592943,-73.776013
207,207,H09,IND,Rockaway,Beach 36 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.595398,-73.768175
208,208,H10,IND,Rockaway,Beach 25 St,Queens,A,Viaduct,Manhattan,Far Rockaway,40.600066,-73.761353
209,209,H11,IND,Rockaway,Far Rockaway - Mott Av,Queens,A,Viaduct,Manhattan,,40.603995,-73.755405
210,210,D01,IND,Concourse,Norwood - 205 St,Bronx,D,Subway,,Manhattan,40.874811,-73.878855
211,211,D03,IND,Concourse,Bedford Park Blvd,Bronx,B D,Subway,Norwood - 205 St,Manhattan,40.873244,-73.887138
212,212,D04,IND,Concourse,Kingsbridge Rd,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.866978,-73.893509
213,213,D05,IND,Concourse,Fordham Rd,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.861296,-73.897749
214,214,D06,IND,Concourse,182-183 Sts,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.856093,-73.900741
215,215,D07,IND,Concourse,Tremont Av,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.85041,-73.905227
216,216,D08,IND,Concourse,174-175 Sts,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.8459,-73.910136
217,217,D09,IND,Concourse,170 St,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.839306,-73.9134
218,218,D10,IND,Concourse,167 St,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.833771,-73.91844
219,604,D11,IND,Concourse,161 St - Yankee Stadium,Bronx,B D,Subway,Bedford Pk Blvd & 205 St,Manhattan,40.827905,-73.925651
220,220,D12,IND,Concourse,155 St,Manhattan,B D,Subway,The Bronx,Downtown & Brooklyn,40.830135,-73.938209
221,221,B04,IND,63rd St,21 St - Queensbridge,Queens,F,Subway,Jamaica,Manhattan,40.754203,-73.942836
222,222,B06,IND,63rd St,Roosevelt Island,Manhattan,F,Subway,Queens,Manhattan,40.759145,-73.95326
223,223,B08,IND,63rd St,Lexington Av/63 St,Manhattan,F Q,Subway,Uptown - Queens,Downtown & Brooklyn,40.764629,-73.966113
224,224,B10,IND,6th Av - Culver,57 St,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.763972,-73.97745
225,225,D15,IND,6th Av - Culver,47-50 Sts - Rockefeller Ctr,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.758663,-73.981329
226,609,D16,IND,6th Av - Culver,42 St - Bryant Pk,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.754222,-73.984569
227,607,D17,IND,6th Av - Culver,34 St - Herald Sq,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.749719,-73.987823
228,228,D18,IND,6th Av - Culver,23 St,Manhattan,F M,Subway,Uptown & Queens,Downtown & Brooklyn,40.742878,-73.992821
229,601,D19,IND,6th Av - Culver,14 St,Manhattan,F M,Subway,Uptown & Queens,Downtown & Brooklyn,40.738228,-73.996209
230,619,D21,IND,6th Av - Culver,Broadway-Lafayette St,Manhattan,B D F M,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.725297,-73.996204
231,231,D22,IND,6th Av - Culver,Grand St,Manhattan,B D,Subway,Uptown & The Bronx,Brooklyn,40.718267,-73.993753
232,232,F14,IND,6th Av - Culver,2 Av,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.723402,-73.989938
233,625,F15,IND,6th Av - Culver,Delancey St,Manhattan,F,Subway,Uptown & Queens,Downtown & Brooklyn,40.718611,-73.988114
234,234,F16,IND,6th Av - Culver,East Broadway,Manhattan,F,Subway,Uptown & Queens,Brooklyn,40.713715,-73.990173
235,235,F18,IND,6th Av - Culver,York St,Brooklyn,F,Subway,Manhattan,Coney Island,40.701397,-73.986751
236,236,F20,IND,6th Av - Culver,Bergen St,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.686145,-73.990862
237,237,F21,IND,6th Av - Culver,Carroll St,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.680303,-73.995048
238,238,F22,IND,6th Av - Culver,Smith - 9 Sts,Brooklyn,F G,Viaduct,Manhattan - Queens,Church Av - Coney Island,40.67358,-73.995959
239,608,F23,IND,6th Av - Culver,4 Av,Brooklyn,F G,Viaduct,Manhattan - Queens,Church Av - Coney Island,40.670272,-73.989779
240,240,F24,IND,6th Av - Culver,7 Av,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.666271,-73.980305
241,241,F25,IND,6th Av - Culver,15 St - Prospect Park,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.660365,-73.979493
242,242,F26,IND,6th Av - Culver,Fort Hamilton Pkwy,Brooklyn,F G,Subway,Manhattan - Queens,Church Av - Coney Island,40.650782,-73.975776
243,243,F27,IND,6th Av - Culver,Church Av,Brooklyn,F,Subway,Manhattan,Coney Island,40.644041,-73.979678
244,244,F29,IND,6th Av - Culver,Ditmas Av,Brooklyn,F,Elevated,Manhattan,Coney Island,40.636119,-73.978172
245,245,F30,IND,6th Av - Culver,18 Av,Brooklyn,F,Elevated,Manhattan,Coney Island,40.629755,-73.976971
246,246,F31,IND,6th Av - Culver,Avenue I,Brooklyn,F,Elevated,Manhattan,Coney Island,40.625322,-73.976127
247,247,F32,IND,6th Av - Culver,Bay Pkwy,Brooklyn,F,Elevated,Manhattan,Coney Island,40.620769,-73.975264
248,248,F33,IND,6th Av - Culver,Avenue N,Brooklyn,F,Elevated,Manhattan,Coney Island,40.61514,-73.974197
249,249,F34,IND,6th Av - Culver,Avenue P,Brooklyn,F,Elevated,Manhattan,Coney Island,40.608944,-73.973022
250,250,F35,IND,6th Av - Culver,Kings Hwy,Brooklyn,F,Elevated,Manhattan,Coney Island,40.603217,-73.972361
251,251,F36,IND,6th Av - Culver,Avenue U,Brooklyn,F,Elevated,Manhattan,Coney Island,40.596063,-73.973357
252,252,F38,IND,6th Av - Culver,Avenue X,Brooklyn,F,Elevated,Manhattan,Coney Island,40.58962,-73.97425
253,253,F39,IND,6th Av - Culver,Neptune Av,Brooklyn,F,Elevated,Manhattan,Stillwell Av,40.581011,-73.974574
254,254,F01,IND,Queens Blvd,Jamaica - 179 St,Queens,F,Subway,,Manhattan,40.712646,-73.783817
255,255,F02,IND,Queens Blvd,169 St,Queens,F,Subway,179 St,Manhattan,40.71047,-73.793604
256,256,F03,IND,Queens Blvd,Parsons Blvd,Queens,F,Subway,179 St,Manhattan,40.707564,-73.803326
257,257,F04,IND,Queens Blvd,Sutphin Blvd,Queens,F,Subway,179 St,Manhattan,40.70546,-73.810708
258,258,F05,IND,Queens Blvd,Briarwood - Van Wyck Blvd,Queens,E F,Subway,Jamaica,Manhattan,40.709179,-73.820574
259,259,F06,IND,Queens Blvd,Kew Gardens - Union Tpke,Queens,E F,Subway,Jamaica,Manhattan,40.714441,-73.831008
260,260,F07,IND,Queens Blvd,75 Av,Queens,E F,Subway,Jamaica,Manhattan,40.718331,-73.837324
261,261,G08,IND,Queens Blvd,Forest Hills - 71 Av,Queens,E F M R,Subway,Jamaica,Manhattan,40.721691,-73.844521
262,262,G09,IND,Queens Blvd,67 Av,Queens,M R,Subway,Forest Hills,Manhattan,40.726523,-73.852719
263,263,G10,IND,Queens Blvd,63 Dr - Rego Park,Queens,M R,Subway,Forest Hills,Manhattan,40.729846,-73.861604
264,264,G11,IND,Queens Blvd,Woodhaven Blvd,Queens,M R,Subway,Forest Hills,Manhattan,40.733106,-73.869229
265,265,G12,IND,Queens Blvd,Grand Av - Newtown,Queens,M R,Subway,Forest Hills,Manhattan,40.737015,-73.877223
266,266,G13,IND,Queens Blvd,Elmhurst Av,Queens,M R,Subway,Forest Hills,Manhattan,40.742454,-73.882017
267,616,G14,IND,Queens Blvd,Jackson Hts - Roosevelt Av,Queens,E F M R,Subway,Forest Hills - Jamaica,Manhattan,40.746644,-73.891338
268,268,G15,IND,Queens Blvd,65 St,Queens,M R,Subway,Forest Hills,Manhattan,40.749669,-73.898453
269,269,G16,IND,Queens Blvd,Northern Blvd,Queens,M R,Subway,Forest Hills,Manhattan,40.752885,-73.906006
270,270,G18,IND,Queens Blvd,46 St,Queens,M R,Subway,Forest Hills,Manhattan,40.756312,-73.913333
271,271,G19,IND,Queens Blvd,Steinway St,Queens,M R,Subway,Forest Hills,Manhattan,40.756879,-73.92074
272,272,G20,IND,Queens Blvd,36 St,Queens,M R,Subway,Forest Hills,Manhattan,40.752039,-73.928781
273,273,G21,IND,Queens Blvd,Queens Plaza,Queens,E M R,Subway,Forest Hills - Jamaica,Manhattan,40.748973,-73.937243
274,606,F09,IND,Queens Blvd,Court Sq,Queens,E M,Subway,Forest Hills - Jamaica,Manhattan,40.747846,-73.946
275,612,F11,IND,Queens Blvd,Lexington Av/53 St,Manhattan,E M,Subway,Queens,Downtown & Brooklyn,40.757552,-73.969055
276,276,F12,IND,Queens Blvd,5 Av/53 St,Manhattan,E M,Subway,Queens,Downtown & Brooklyn,40.760167,-73.975224
277,277,D14,IND,Queens Blvd,7 Av,Manhattan,B D E,Subway,Uptown & The Bronx - Queens,Downtown & Brooklyn,40.762862,-73.981637
278,278,G05,IND,Queens - Archer,Jamaica Center - Parsons/Archer,Queens,E J Z,Subway,,Manhattan,40.702147,-73.801109
279,279,G06,IND,Queens - Archer,Sutphin Blvd - Archer Av - JFK Airport,Queens,E J Z,Subway,Jamaica Center,Manhattan,40.700486,-73.807969
280,280,G07,IND,Queens - Archer,Jamaica - Van Wyck,Queens,E,Subway,Jamaica Center,Manhattan,40.702566,-73.816859
281,606,G22,IND,Crosstown,Court Sq,Queens,G,Subway,,Brooklyn,40.746554,-73.943832
282,282,G24,IND,Crosstown,21 St,Queens,G,Subway,Court Sq,Brooklyn,40.744065,-73.949724
283,283,G26,IND,Crosstown,Greenpoint Av,Brooklyn,G,Subway,Queens,Church Av,40.731352,-73.954449
284,284,G28,IND,Crosstown,Nassau Av,Brooklyn,G,Subway,Queens,Church Av,40.724635,-73.951277
285,629,G29,IND,Crosstown,Metropolitan Av,Brooklyn,G,Subway,Queens,Church Av,40.712792,-73.951418
286,286,G30,IND,Crosstown,Broadway,Brooklyn,G,Subway,Queens,Church Av,40.706092,-73.950308
287,287,G31,IND,Crosstown,Flushing Av,Brooklyn,G,Subway,Queens,Church Av,40.700377,-73.950234
288,288,G32,IND,Crosstown,Myrtle - Willoughby Avs,Brooklyn,G,Subway,Queens,Church Av,40.694568,-73.949046
289,289,G33,IND,Crosstown,Bedford - Nostrand Avs,Brooklyn,G,Subway,Queens,Church Av,40.689627,-73.953522
290,290,G34,IND,Crosstown,Classon Av,Brooklyn,G,Subway,Queens,Church Av,40.688873,-73.96007
291,291,G35,IND,Crosstown,Clinton - Washington Avs,Brooklyn,G,Subway,Queens,Church Av,40.688089,-73.966839
292,292,G36,IND,Crosstown,Fulton St,Brooklyn,G,Subway,Queens,Church Av,40.687119,-73.975375
293,293,101,IRT,Broadway - 7Av,Van Cortlandt Park - 242 St,Bronx,1,Elevated,,Manhattan,40.889248,-73.898583
294,294,103,IRT,Broadway - 7Av,238 St,Bronx,1,Elevated,242 St,Manhattan,40.884667,-73.90087
295,295,104,IRT,Broadway - 7Av,231 St,Bronx,1,Elevated,242 St,Manhattan,40.878856,-73.904834
296,296,106,IRT,Broadway - 7Av,Marble Hill - 225 St,Manhattan,1,Elevated,242 St,Downtown,40.874561,-73.909831
297,297,107,IRT,Broadway - 7Av,215 St,Manhattan,1,Elevated,The Bronx,Downtown,40.869444,-73.915279
298,298,108,IRT,Broadway - 7Av,207 St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.864621,-73.918822
299,299,109,IRT,Broadway - 7Av,Dyckman St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.860531,-73.925536
300,300,110,IRT,Broadway - 7Av,191 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.855225,-73.929412
301,301,111,IRT,Broadway - 7Av,181 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.849505,-73.933596
302,605,112,IRT,Broadway - 7Av,168 St - Washington Hts,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.840556,-73.940133
303,303,113,IRT,Broadway - 7Av,157 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.834041,-73.94489
304,304,114,IRT,Broadway - 7Av,145 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.826551,-73.95036
305,305,115,IRT,Broadway - 7Av,137 St - City College,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.822008,-73.953676
306,306,116,IRT,Broadway - 7Av,125 St,Manhattan,1,Elevated,Uptown & The Bronx,Downtown,40.815581,-73.958372
307,307,117,IRT,Broadway - 7Av,116 St - Columbia University,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.807722,-73.96411
308,308,118,IRT,Broadway - 7Av,Cathedral Pkwy,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.803967,-73.966847
309,309,119,IRT,Broadway - 7Av,103 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.799446,-73.968379
310,310,120,IRT,Broadway - 7Av,96 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.793919,-73.972323
311,311,121,IRT,Broadway - 7Av,86 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.788644,-73.976218
312,312,122,IRT,Broadway - 7Av,79 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.783934,-73.979917
313,313,123,IRT,Broadway - 7Av,72 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.778453,-73.98197
314,314,124,IRT,Broadway - 7Av,66 St - Lincoln Center,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.77344,-73.982209
315,614,125,IRT,Broadway - 7Av,59 St - Columbus Circle,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.768247,-73.981929
316,316,126,IRT,Broadway - 7Av,50 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.761728,-73.983849
317,611,127,IRT,Broadway - 7Av,Times Sq - 42 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.75529,-73.987495
318,318,128,IRT,Broadway - 7Av,34 St - Penn Station,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.750373,-73.991057
319,319,129,IRT,Broadway - 7Av,28 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.747215,-73.993365
320,320,130,IRT,Broadway - 7Av,23 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.744081,-73.995657
321,321,131,IRT,Broadway - 7Av,18 St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.74104,-73.997871
322,601,132,IRT,Broadway - 7Av,14 St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.737826,-74.000201
323,323,133,IRT,Broadway - 7Av,Christopher St - Sheridan Sq,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.733422,-74.002906
324,324,134,IRT,Broadway - 7Av,Houston St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.728251,-74.005367
325,325,135,IRT,Broadway - 7Av,Canal St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.722854,-74.006277
326,326,136,IRT,Broadway - 7Av,Franklin St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.719318,-74.006886
327,327,137,IRT,Broadway - 7Av,Chambers St,Manhattan,1 2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.715478,-74.009266
328,328,138,IRT,Broadway - 7Av,WTC Cortlandt,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.711835,-74.012188
329,329,139,IRT,Broadway - 7Av,Rector St,Manhattan,1,Subway,Uptown & The Bronx,Downtown,40.707513,-74.013783
330,635,142,IRT,Broadway - 7Av,South Ferry,Manhattan,1,Subway,Uptown & The Bronx,,40.702068,-74.013664
331,624,228,IRT,Clark St,Park Pl,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.713051,-74.008811
332,628,229,IRT,Clark St,Fulton St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.709416,-74.006571
333,333,230,IRT,Clark St,Wall St,Manhattan,2 3,Subway,Uptown & The Bronx,Brooklyn,40.706821,-74.0091
334,334,231,IRT,Clark St,Clark St,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.697466,-73.993086
335,620,232,IRT,Clark St,Borough Hall,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.693219,-73.989998
336,336,233,IRT,Eastern Pky,Hoyt St,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.690545,-73.985065
337,337,234,IRT,Eastern Pky,Nevins St,Brooklyn,2 3 4 5,Subway,Manhattan,Flatbush - Utica - New Lots,40.688246,-73.980492
338,617,235,IRT,Eastern Pky,Atlantic Av - Barclays Ctr,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.684359,-73.977666
339,339,236,IRT,Eastern Pky,Bergen St,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.680829,-73.975098
340,340,237,IRT,Eastern Pky,Grand Army Plaza,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.675235,-73.971046
341,341,238,IRT,Eastern Pky,Eastern Pkwy - Brooklyn Museum,Brooklyn,2 3,Subway,Manhattan,Flatbush - New Lots,40.671987,-73.964375
342,626,239,IRT,Eastern Pky,Franklin Av,Brooklyn,2 3 4 5,Subway,Manhattan,Flatbush - Utica - New Lots,40.670682,-73.958131
343,343,248,IRT,Eastern Pky,Nostrand Av,Brooklyn,3,Subway,Manhattan,New Lots,40.669847,-73.950466
344,344,249,IRT,Eastern Pky,Kingston Av,Brooklyn,3,Subway,Manhattan,New Lots,40.669399,-73.942161
345,345,250,IRT,Eastern Pky,Crown Hts - Utica Av,Brooklyn,3 4,Subway,Manhattan,New Lots,40.668897,-73.932942
346,346,251,IRT,Eastern Pky,Sutter Av - Rutland Rd,Brooklyn,3,Elevated,Manhattan,New Lots,40.664717,-73.92261
347,347,252,IRT,Eastern Pky,Saratoga Av,Brooklyn,3,Elevated,Manhattan,New Lots,40.661453,-73.916327
348,348,253,IRT,Eastern Pky,Rockaway Av,Brooklyn,3,Elevated,Manhattan,New Lots,40.662549,-73.908946
349,349,254,IRT,Eastern Pky,Junius St,Brooklyn,3,Elevated,Manhattan,New Lots,40.663515,-73.902447
350,350,255,IRT,Eastern Pky,Pennsylvania Av,Brooklyn,3,Elevated,Manhattan,New Lots,40.664635,-73.894895
351,351,256,IRT,Eastern Pky,Van Siclen Av,Brooklyn,3,Elevated,Manhattan,New Lots,40.665449,-73.889395
352,352,257,IRT,Eastern Pky,New Lots Av,Brooklyn,3,Elevated,Manhattan,,40.666235,-73.884079
353,353,241,IRT,Nostrand,President St,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.667883,-73.950683
354,354,242,IRT,Nostrand,Sterling St,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.662742,-73.95085
355,355,243,IRT,Nostrand,Winthrop St,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.656652,-73.9502
356,356,244,IRT,Nostrand,Church Av,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.650843,-73.949575
357,357,245,IRT,Nostrand,Beverly Rd,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.645098,-73.948959
358,358,246,IRT,Nostrand,Newkirk Av,Brooklyn,2 5,Subway,Manhattan,Flatbush,40.639967,-73.948411
359,359,247,IRT,Nostrand,Flatbush Av - Brooklyn College,Brooklyn,2 5,Subway,Manhattan,,40.632836,-73.947642
360,360,601,IRT,Pelham,Pelham Bay Park,Bronx,6,Elevated,,Manhattan,40.852462,-73.828121
361,361,602,IRT,Pelham,Buhre Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.84681,-73.832569
362,362,603,IRT,Pelham,Middletown Rd,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.843863,-73.836322
363,363,604,IRT,Pelham,Westchester Sq - E Tremont Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.839892,-73.842952
364,364,606,IRT,Pelham,Zerega Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.836488,-73.847036
365,365,607,IRT,Pelham,Castle Hill Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.834255,-73.851222
366,366,608,IRT,Pelham,Parkchester,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.833226,-73.860816
367,367,609,IRT,Pelham,St Lawrence Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.831509,-73.867618
368,368,610,IRT,Pelham,Morrison Av- Sound View,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.829521,-73.874516
369,369,611,IRT,Pelham,Elder Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.828584,-73.879159
370,370,612,IRT,Pelham,Whitlock Av,Bronx,6,Elevated,Pelham Bay Park,Manhattan,40.826525,-73.886283
371,371,613,IRT,Pelham,Hunts Point Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.820948,-73.890549
372,372,614,IRT,Pelham,Longwood Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.816104,-73.896435
373,373,615,IRT,Pelham,E 149 St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.812118,-73.904098
374,374,616,IRT,Pelham,E 143 St - St Mary's St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.808719,-73.907657
375,375,617,IRT,Pelham,Cypress Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.805368,-73.914042
376,376,618,IRT,Pelham,Brook Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.807566,-73.91924
377,377,619,IRT,Pelham,3 Av - 138 St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.810476,-73.926138
378,378,401,IRT,Jerome Av,Woodlawn,Bronx,4,Elevated,,Manhattan,40.886037,-73.878751
379,379,402,IRT,Jerome Av,Mosholu Pkwy,Bronx,4,Elevated,Woodlawn,Manhattan,40.87975,-73.884655
380,380,405,IRT,Jerome Av,Bedford Park Blvd - Lehman College,Bronx,4,Elevated,Woodlawn,Manhattan,40.873412,-73.890064
381,381,406,IRT,Jerome Av,Kingsbridge Rd,Bronx,4,Elevated,Woodlawn,Manhattan,40.86776,-73.897174
382,382,407,IRT,Jerome Av,Fordham Rd,Bronx,4,Elevated,Woodlawn,Manhattan,40.862803,-73.901034
383,383,408,IRT,Jerome Av,183 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.858407,-73.903879
384,384,409,IRT,Jerome Av,Burnside Av,Bronx,4,Elevated,Woodlawn,Manhattan,40.853453,-73.907684
385,385,410,IRT,Jerome Av,176 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.84848,-73.911794
386,386,411,IRT,Jerome Av,Mt Eden Av,Bronx,4,Elevated,Woodlawn,Manhattan,40.844434,-73.914685
387,387,412,IRT,Jerome Av,170 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.840075,-73.917791
388,388,413,IRT,Jerome Av,167 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.835537,-73.9214
389,604,414,IRT,Jerome Av,161 St - Yankee Stadium,Bronx,4,Elevated,Woodlawn,Manhattan,40.827994,-73.925831
390,603,415,IRT,Jerome Av,149 St - Grand Concourse,Bronx,4,Subway,Woodlawn,Manhattan,40.818375,-73.927351
391,391,416,IRT,Jerome Av,138 St - Grand Concourse,Bronx,4 5,Subway,Woodlawn - Eastchester Dyre Av,Manhattan,40.813224,-73.929849
392,392,621,IRT,Lexington Av,125 St,Manhattan,4 5 6,Subway,The Bronx,Downtown & Brooklyn,40.804138,-73.937594
393,393,622,IRT,Lexington Av,116 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.798629,-73.941617
394,394,623,IRT,Lexington Av,110 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.79502,-73.94425
395,395,624,IRT,Lexington Av,103 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.7906,-73.947478
396,396,625,IRT,Lexington Av,96 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.785672,-73.95107
397,397,626,IRT,Lexington Av,86 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.779492,-73.955589
398,398,627,IRT,Lexington Av,77 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.77362,-73.959874
399,399,628,IRT,Lexington Av,68 St - Hunter College,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.768141,-73.96387
400,613,629,IRT,Lexington Av,59 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.762526,-73.967967
401,612,630,IRT,Lexington Av,51 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.757107,-73.97192
402,610,631,IRT,Lexington Av,Grand Central - 42 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.751776,-73.976848
403,403,632,IRT,Lexington Av,33 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.746081,-73.982076
404,404,633,IRT,Lexington Av,28 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.74307,-73.984264
405,405,634,IRT,Lexington Av,23 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.739864,-73.986599
406,602,635,IRT,Lexington Av,14 St - Union Sq,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.734673,-73.989951
407,407,636,IRT,Lexington Av,Astor Pl,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.730054,-73.99107
408,619,637,IRT,Lexington Av,Bleecker St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.725915,-73.994659
409,409,638,IRT,Lexington Av,Spring St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.722301,-73.997141
410,623,639,IRT,Lexington Av,Canal St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.718803,-74.000193
411,622,640,IRT,Lexington Av,Brooklyn Bridge - City Hall,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.713065,-74.004131
412,628,418,IRT,Lexington Av,Fulton St,Manhattan,4 5,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.710368,-74.009509
413,413,419,IRT,Lexington Av,Wall St,Manhattan,4 5,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.707557,-74.011862
414,414,420,IRT,Lexington Av,Bowling Green,Manhattan,4 5,Subway,Uptown & The Bronx,Brooklyn,40.704817,-74.014065
415,620,423,IRT,Eastern Pky,Borough Hall,Brooklyn,4 5,Subway,Manhattan,Flatbush - Utica,40.692404,-73.990151
416,416,201,IRT,Lenox - White Plains Rd,Wakefield - 241 St,Bronx,2,Elevated,,Manhattan,40.903125,-73.85062
417,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.898379,-73.854376
418,418,205,IRT,Lenox - White Plains Rd,233 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.893193,-73.857473
